zip,Zipcode name,City,State,County Name
61410,"ABINGDON, IL",ABINGDON,IL,KNOX
61411,"ADAIR, IL",ADAIR,IL,MCDONOUGH
62214,"ADDIEVILLE, IL",ADDIEVILLE,IL,WASHINGTON
60101,"ADDISON, IL",ADDISON,IL,DUPAGE
61230,"ALBANY, IL",ALBANY,IL,WHITESIDE
62215,"ALBERS, IL",ALBERS,IL,CLINTON
62806,"ALBION, IL",ALBION,IL,EDWARDS
60001,"ALDEN, IL",ALDEN,IL,MCHENRY
61231,"ALEDO, IL",ALEDO,IL,MERCER
62601,"ALEXANDER, IL",ALEXANDER,IL,MORGAN
61412,"ALEXIS, IL",ALEXIS,IL,MERCER
60102,"ALGONQUIN, IL",ALGONQUIN,IL,MCHENRY
62001,"ALHAMBRA, IL",ALHAMBRA,IL,MADISON
62410,"ALLENDALE, IL",ALLENDALE,IL,WABASH
61810,"ALLERTON, IL",ALLERTON,IL,VERMILION
62807,"ALMA, IL",ALMA,IL,MARION
61413,"ALPHA, IL",ALPHA,IL,HENRY
62610,"ALSEY, IL",ALSEY,IL,SCOTT
60803,"ALSIP, IL",ALSIP,IL,COOK
62411,"ALTAMONT, IL",ALTAMONT,IL,EFFINGHAM
62905,"ALTO PASS, IL",ALTO PASS,IL,UNION
62002,"ALTON, IL",ALTON,IL,MADISON
61414,"ALTONA, IL",ALTONA,IL,KNOX
61811,"ALVIN, IL",ALVIN,IL,VERMILION
61310,"AMBOY, IL",AMBOY,IL,LEE
61720,"ANCHOR, IL",ANCHOR,IL,MCLEAN
61232,"ANDALUSIA, IL",ANDALUSIA,IL,ROCK ISLAND
61233,"ANDOVER, IL",ANDOVER,IL,HENRY
62906,"ANNA, IL",ANNA,IL,UNION
62413,"ANNAPOLIS, IL",ANNAPOLIS,IL,CRAWFORD
61234,"ANNAWAN, IL",ANNAWAN,IL,HENRY
60002,"ANTIOCH, IL",ANTIOCH,IL,LAKE
61001,"APPLE RIVER, IL",APPLE RIVER,IL,JO DAVIESS
61910,"ARCOLA, IL",ARCOLA,IL,DOUGLAS
62611,"ARENZVILLE, IL",ARENZVILLE,IL,CASS
62501,"ARGENTA, IL",ARGENTA,IL,MACON
61312,"ARLINGTON, IL",ARLINGTON,IL,BUREAU
60004,"ARLINGTON HEIGHTS, IL",ARLINGTON HEIGHTS,IL,COOK
60005,"ARLINGTON HEIGHTS, IL",ARLINGTON HEIGHTS,IL,COOK
60006,"ARLINGTON HEIGHTS, IL",ARLINGTON HEIGHTS,IL,COOK
61721,"ARMINGTON, IL",ARMINGTON,IL,TAZEWELL
61812,"ARMSTRONG, IL",ARMSTRONG,IL,VERMILION
60910,"AROMA PARK, IL",AROMA PARK,IL,KANKAKEE
61722,"ARROWSMITH, IL",ARROWSMITH,IL,MCLEAN
61911,"ARTHUR, IL",ARTHUR,IL,DOUGLAS
60911,"ASHKUM, IL",ASHKUM,IL,IROQUOIS
62612,"ASHLAND, IL",ASHLAND,IL,CASS
62808,"ASHLEY, IL",ASHLEY,IL,WASHINGTON
61912,"ASHMORE, IL",ASHMORE,IL,COLES
61006,"ASHTON, IL",ASHTON,IL,LEE
62510,"ASSUMPTION, IL",ASSUMPTION,IL,CHRISTIAN
61501,"ASTORIA, IL",ASTORIA,IL,FULTON
62613,"ATHENS, IL",ATHENS,IL,MENARD
61235,"ATKINSON, IL",ATKINSON,IL,HENRY
61723,"ATLANTA, IL",ATLANTA,IL,LOGAN
61913,"ATWOOD, IL",ATWOOD,IL,DOUGLAS
62615,"AUBURN, IL",AUBURN,IL,SANGAMON
62311,"AUGUSTA, IL",AUGUSTA,IL,HANCOCK
60502,"AURORA, IL",AURORA,IL,DUPAGE
60504,"AURORA, IL",AURORA,IL,DUPAGE
60598,"AURORA, IL",AURORA,IL,DUPAGE
60505,"AURORA, IL",AURORA,IL,KANE
60506,"AURORA, IL",AURORA,IL,KANE
60507,"AURORA, IL",AURORA,IL,KANE
60503,"AURORA, IL",AURORA,IL,WILL
62907,"AVA, IL",AVA,IL,JACKSON
62216,"AVISTON, IL",AVISTON,IL,CLINTON
61415,"AVON, IL",AVON,IL,FULTON
61007,"BAILEYVILLE, IL",BAILEYVILLE,IL,OGLE
62217,"BALDWIN, IL",BALDWIN,IL,RANDOLPH
62809,"BARNHILL, IL",BARNHILL,IL,WAYNE
60010,"BARRINGTON, IL",BARRINGTON,IL,LAKE
60011,"BARRINGTON, IL",BARRINGTON,IL,LAKE
62312,"BARRY, IL",BARRY,IL,PIKE
62218,"BARTELSO, IL",BARTELSO,IL,CLINTON
60103,"BARTLETT, IL",BARTLETT,IL,DUPAGE
62313,"BASCO, IL",BASCO,IL,HANCOCK
60510,"BATAVIA, IL",BATAVIA,IL,KANE
62006,"BATCHTOWN, IL",BATCHTOWN,IL,CALHOUN
62617,"BATH, IL",BATH,IL,MASON
62314,"BAYLIS, IL",BAYLIS,IL,PIKE
62618,"BEARDSTOWN, IL",BEARDSTOWN,IL,CASS
62512,"BEASON, IL",BEASON,IL,LOGAN
60912,"BEAVERVILLE, IL",BEAVERVILLE,IL,IROQUOIS
62219,"BECKEMEYER, IL",BECKEMEYER,IL,CLINTON
60499,"BEDFORD PARK, IL",BEDFORD PARK,IL,COOK
60401,"BEECHER, IL",BEECHER,IL,WILL
62414,"BEECHER CITY, IL",BEECHER CITY,IL,EFFINGHAM
62908,"BELKNAP, IL",BELKNAP,IL,JOHNSON
62810,"BELLE RIVE, IL",BELLE RIVE,IL,JEFFERSON
62220,"BELLEVILLE, IL",BELLEVILLE,IL,SAINT CLAIR
62221,"BELLEVILLE, IL",BELLEVILLE,IL,SAINT CLAIR
62222,"BELLEVILLE, IL",BELLEVILLE,IL,SAINT CLAIR
62223,"BELLEVILLE, IL",BELLEVILLE,IL,SAINT CLAIR
62226,"BELLEVILLE, IL",BELLEVILLE,IL,SAINT CLAIR
61724,"BELLFLOWER, IL",BELLFLOWER,IL,MCLEAN
62811,"BELLMONT, IL",BELLMONT,IL,WABASH
60104,"BELLWOOD, IL",BELLWOOD,IL,COOK
61008,"BELVIDERE, IL",BELVIDERE,IL,BOONE
61813,"BEMENT, IL",BEMENT,IL,PIATT
62009,"BENLD, IL",BENLD,IL,MACOUPIN
60105,"BENSENVILLE, IL",BENSENVILLE,IL,DUPAGE
60106,"BENSENVILLE, IL",BENSENVILLE,IL,DUPAGE
61516,"BENSON, IL",BENSON,IL,WOODFORD
62812,"BENTON, IL",BENTON,IL,FRANKLIN
60163,"BERKELEY, IL",BERKELEY,IL,COOK
61417,"BERWICK, IL",BERWICK,IL,WARREN
60402,"BERWYN, IL",BERWYN,IL,COOK
62010,"BETHALTO, IL",BETHALTO,IL,MADISON
61914,"BETHANY, IL",BETHANY,IL,MOULTRIE
60511,"BIG ROCK, IL",BIG ROCK,IL,KANE
61418,"BIGGSVILLE, IL",BIGGSVILLE,IL,HENDERSON
62011,"BINGHAM, IL",BINGHAM,IL,FAYETTE
61419,"BISHOP HILL, IL",BISHOP HILL,IL,HENRY
61814,"BISMARCK, IL",BISMARCK,IL,VERMILION
61313,"BLACKSTONE, IL",BLACKSTONE,IL,LIVINGSTON
61420,"BLANDINSVILLE, IL",BLANDINSVILLE,IL,MCDONOUGH
60108,"BLOOMINGDALE, IL",BLOOMINGDALE,IL,DUPAGE
61701,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61702,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61704,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61705,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61709,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61710,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
61791,"BLOOMINGTON, IL",BLOOMINGTON,IL,MCLEAN
60406,"BLUE ISLAND, IL",BLUE ISLAND,IL,COOK
62513,"BLUE MOUND, IL",BLUE MOUND,IL,MACON
62622,"BLUFF SPRINGS, IL",BLUFF SPRINGS,IL,CASS
62621,"BLUFFS, IL",BLUFFS,IL,SCOTT
62814,"BLUFORD, IL",BLUFORD,IL,JEFFERSON
62909,"BOLES, IL",BOLES,IL,JOHNSON
60440,"BOLINGBROOK, IL",BOLINGBROOK,IL,WILL
60490,"BOLINGBROOK, IL",BOLINGBROOK,IL,WILL
61815,"BONDVILLE, IL",BONDVILLE,IL,CHAMPAIGN
62815,"BONE GAP, IL",BONE GAP,IL,EDWARDS
60913,"BONFIELD, IL",BONFIELD,IL,KANKAKEE
62816,"BONNIE, IL",BONNIE,IL,JEFFERSON
62514,"BOODY, IL",BOODY,IL,MACON
60914,"BOURBONNAIS, IL",BOURBONNAIS,IL,KANKAKEE
62316,"BOWEN, IL",BOWEN,IL,HANCOCK
60407,"BRACEVILLE, IL",BRACEVILLE,IL,GRUNDY
61421,"BRADFORD, IL",BRADFORD,IL,STARK
60915,"BRADLEY, IL",BRADLEY,IL,KANKAKEE
60408,"BRAIDWOOD, IL",BRAIDWOOD,IL,WILL
62230,"BREESE, IL",BREESE,IL,CLINTON
62417,"BRIDGEPORT, IL",BRIDGEPORT,IL,LAWRENCE
60455,"BRIDGEVIEW, IL",BRIDGEVIEW,IL,COOK
62012,"BRIGHTON, IL",BRIGHTON,IL,MACOUPIN
61517,"BRIMFIELD, IL",BRIMFIELD,IL,PEORIA
60512,"BRISTOL, IL",BRISTOL,IL,KENDALL
61816,"BROADLANDS, IL",BROADLANDS,IL,CHAMPAIGN
60155,"BROADVIEW, IL",BROADVIEW,IL,COOK
61917,"BROCTON, IL",BROCTON,IL,EDGAR
60513,"BROOKFIELD, IL",BROOKFIELD,IL,COOK
62910,"BROOKPORT, IL",BROOKPORT,IL,MASSAC
62817,"BROUGHTON, IL",BROUGHTON,IL,HAMILTON
62624,"BROWNING, IL",BROWNING,IL,SCHUYLER
62818,"BROWNS, IL",BROWNS,IL,EDWARDS
62418,"BROWNSTOWN, IL",BROWNSTOWN,IL,FAYETTE
62013,"BRUSSELS, IL",BRUSSELS,IL,CALHOUN
61519,"BRYANT, IL",BRYANT,IL,FULTON
60917,"BUCKINGHAM, IL",BUCKINGHAM,IL,KANKAKEE
60918,"BUCKLEY, IL",BUCKLEY,IL,IROQUOIS
62819,"BUCKNER, IL",BUCKNER,IL,FRANKLIN
61314,"BUDA, IL",BUDA,IL,BUREAU
62515,"BUFFALO, IL",BUFFALO,IL,SANGAMON
60089,"BUFFALO GROVE, IL",BUFFALO GROVE,IL,LAKE
61237,"BUFFALO PRAIRIE, IL",BUFFALO PRAIRIE,IL,ROCK ISLAND
62517,"BULPITT, IL",BULPITT,IL,CHRISTIAN
62912,"BUNCOMBE, IL",BUNCOMBE,IL,JOHNSON
62014,"BUNKER HILL, IL",BUNKER HILL,IL,MACOUPIN
60459,"BURBANK, IL",BURBANK,IL,COOK
61315,"BUREAU, IL",BUREAU,IL,BUREAU
60109,"BURLINGTON, IL",BURLINGTON,IL,KANE
62820,"BURNT PRAIRIE, IL",BURNT PRAIRIE,IL,WHITE
61422,"BUSHNELL, IL",BUSHNELL,IL,MCDONOUGH
62015,"BUTLER, IL",BUTLER,IL,MONTGOMERY
61010,"BYRON, IL",BYRON,IL,OGLE
60919,"CABERY, IL",CABERY,IL,FORD
62914,"CAIRO, IL",CAIRO,IL,ALEXANDER
61011,"CALEDONIA, IL",CALEDONIA,IL,BOONE
62419,"CALHOUN, IL",CALHOUN,IL,RICHLAND
60409,"CALUMET CITY, IL",CALUMET CITY,IL,COOK
61919,"CAMARGO, IL",CAMARGO,IL,DOUGLAS
62915,"CAMBRIA, IL",CAMBRIA,IL,WILLIAMSON
61238,"CAMBRIDGE, IL",CAMBRIDGE,IL,HENRY
62319,"CAMDEN, IL",CAMDEN,IL,SCHUYLER
61423,"CAMERON, IL",CAMERON,IL,WARREN
61424,"CAMP GROVE, IL",CAMP GROVE,IL,MARSHALL
62320,"CAMP POINT, IL",CAMP POINT,IL,ADAMS
62916,"CAMPBELL HILL, IL",CAMPBELL HILL,IL,JACKSON
60920,"CAMPUS, IL",CAMPUS,IL,LIVINGSTON
61520,"CANTON, IL",CANTON,IL,FULTON
62625,"CANTRALL, IL",CANTRALL,IL,SANGAMON
61012,"CAPRON, IL",CAPRON,IL,BOONE
61239,"CARBON CLIFF, IL",CARBON CLIFF,IL,ROCK ISLAND
62901,"CARBONDALE, IL",CARBONDALE,IL,JACKSON
62902,"CARBONDALE, IL",CARBONDALE,IL,JACKSON
62903,"CARBONDALE, IL",CARBONDALE,IL,JACKSON
62626,"CARLINVILLE, IL",CARLINVILLE,IL,MACOUPIN
61725,"CARLOCK, IL",CARLOCK,IL,MCLEAN
62231,"CARLYLE, IL",CARLYLE,IL,CLINTON
61425,"CARMAN, IL",CARMAN,IL,HENDERSON
62821,"CARMI, IL",CARMI,IL,WHITE
60116,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60128,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60132,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60188,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60197,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60199,"CAROL STREAM, IL",CAROL STREAM,IL,DUPAGE
60110,"CARPENTERSVILLE, IL",CARPENTERSVILLE,IL,KANE
62917,"CARRIER MILLS, IL",CARRIER MILLS,IL,SALINE
62016,"CARROLLTON, IL",CARROLLTON,IL,GREENE
62918,"CARTERVILLE, IL",CARTERVILLE,IL,WILLIAMSON
62321,"CARTHAGE, IL",CARTHAGE,IL,HANCOCK
60013,"CARY, IL",CARY,IL,MCHENRY
62420,"CASEY, IL",CASEY,IL,CLARK
62232,"CASEYVILLE, IL",CASEYVILLE,IL,SAINT CLAIR
61817,"CATLIN, IL",CATLIN,IL,VERMILION
62919,"CAVE IN ROCK, IL",CAVE IN ROCK,IL,HARDIN
61013,"CEDARVILLE, IL",CEDARVILLE,IL,STEPHENSON
62801,"CENTRALIA, IL",CENTRALIA,IL,MARION
61818,"CERRO GORDO, IL",CERRO GORDO,IL,PIATT
61014,"CHADWICK, IL",CHADWICK,IL,CARROLL
62323,"CHAMBERSBURG, IL",CHAMBERSBURG,IL,PIKE
61820,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61821,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61822,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61824,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61825,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61826,"CHAMPAIGN, IL",CHAMPAIGN,IL,CHAMPAIGN
61015,"CHANA, IL",CHANA,IL,OGLE
62627,"CHANDLERVILLE, IL",CHANDLERVILLE,IL,CASS
60410,"CHANNAHON, IL",CHANNAHON,IL,WILL
62628,"CHAPIN, IL",CHAPIN,IL,MORGAN
61920,"CHARLESTON, IL",CHARLESTON,IL,COLES
62629,"CHATHAM, IL",CHATHAM,IL,SANGAMON
60921,"CHATSWORTH, IL",CHATSWORTH,IL,LIVINGSTON
60922,"CHEBANSE, IL",CHEBANSE,IL,IROQUOIS
61726,"CHENOA, IL",CHENOA,IL,MCLEAN
61317,"CHERRY, IL",CHERRY,IL,BUREAU
61016,"CHERRY VALLEY, IL",CHERRY VALLEY,IL,WINNEBAGO
62233,"CHESTER, IL",CHESTER,IL,RANDOLPH
62630,"CHESTERFIELD, IL",CHESTERFIELD,IL,MACOUPIN
62518,"CHESTNUT, IL",CHESTNUT,IL,LOGAN
60290,"CHICAGO, IL",CHICAGO,IL,COOK
60601,"CHICAGO, IL",CHICAGO,IL,COOK
60602,"CHICAGO, IL",CHICAGO,IL,COOK
60603,"CHICAGO, IL",CHICAGO,IL,COOK
60604,"CHICAGO, IL",CHICAGO,IL,COOK
60605,"CHICAGO, IL",CHICAGO,IL,COOK
60606,"CHICAGO, IL",CHICAGO,IL,COOK
60607,"CHICAGO, IL",CHICAGO,IL,COOK
60608,"CHICAGO, IL",CHICAGO,IL,COOK
60609,"CHICAGO, IL",CHICAGO,IL,COOK
60610,"CHICAGO, IL",CHICAGO,IL,COOK
60611,"CHICAGO, IL",CHICAGO,IL,COOK
60612,"CHICAGO, IL",CHICAGO,IL,COOK
60613,"CHICAGO, IL",CHICAGO,IL,COOK
60614,"CHICAGO, IL",CHICAGO,IL,COOK
60615,"CHICAGO, IL",CHICAGO,IL,COOK
60616,"CHICAGO, IL",CHICAGO,IL,COOK
60617,"CHICAGO, IL",CHICAGO,IL,COOK
60618,"CHICAGO, IL",CHICAGO,IL,COOK
60619,"CHICAGO, IL",CHICAGO,IL,COOK
60620,"CHICAGO, IL",CHICAGO,IL,COOK
60621,"CHICAGO, IL",CHICAGO,IL,COOK
60622,"CHICAGO, IL",CHICAGO,IL,COOK
60623,"CHICAGO, IL",CHICAGO,IL,COOK
60624,"CHICAGO, IL",CHICAGO,IL,COOK
60625,"CHICAGO, IL",CHICAGO,IL,COOK
60626,"CHICAGO, IL",CHICAGO,IL,COOK
60628,"CHICAGO, IL",CHICAGO,IL,COOK
60629,"CHICAGO, IL",CHICAGO,IL,COOK
60630,"CHICAGO, IL",CHICAGO,IL,COOK
60631,"CHICAGO, IL",CHICAGO,IL,COOK
60632,"CHICAGO, IL",CHICAGO,IL,COOK
60633,"CHICAGO, IL",CHICAGO,IL,COOK
60634,"CHICAGO, IL",CHICAGO,IL,COOK
60636,"CHICAGO, IL",CHICAGO,IL,COOK
60637,"CHICAGO, IL",CHICAGO,IL,COOK
60638,"CHICAGO, IL",CHICAGO,IL,COOK
60639,"CHICAGO, IL",CHICAGO,IL,COOK
60640,"CHICAGO, IL",CHICAGO,IL,COOK
60641,"CHICAGO, IL",CHICAGO,IL,COOK
60642,"CHICAGO, IL",CHICAGO,IL,COOK
60643,"CHICAGO, IL",CHICAGO,IL,COOK
60644,"CHICAGO, IL",CHICAGO,IL,COOK
60645,"CHICAGO, IL",CHICAGO,IL,COOK
60646,"CHICAGO, IL",CHICAGO,IL,COOK
60647,"CHICAGO, IL",CHICAGO,IL,COOK
60649,"CHICAGO, IL",CHICAGO,IL,COOK
60651,"CHICAGO, IL",CHICAGO,IL,COOK
60652,"CHICAGO, IL",CHICAGO,IL,COOK
60653,"CHICAGO, IL",CHICAGO,IL,COOK
60654,"CHICAGO, IL",CHICAGO,IL,COOK
60655,"CHICAGO, IL",CHICAGO,IL,COOK
60656,"CHICAGO, IL",CHICAGO,IL,COOK
60657,"CHICAGO, IL",CHICAGO,IL,COOK
60659,"CHICAGO, IL",CHICAGO,IL,COOK
60660,"CHICAGO, IL",CHICAGO,IL,COOK
60661,"CHICAGO, IL",CHICAGO,IL,COOK
60664,"CHICAGO, IL",CHICAGO,IL,COOK
60666,"CHICAGO, IL",CHICAGO,IL,COOK
60669,"CHICAGO, IL",CHICAGO,IL,COOK
60670,"CHICAGO, IL",CHICAGO,IL,COOK
60674,"CHICAGO, IL",CHICAGO,IL,COOK
60675,"CHICAGO, IL",CHICAGO,IL,COOK
60677,"CHICAGO, IL",CHICAGO,IL,COOK
60678,"CHICAGO, IL",CHICAGO,IL,COOK
60680,"CHICAGO, IL",CHICAGO,IL,COOK
60681,"CHICAGO, IL",CHICAGO,IL,COOK
60685,"CHICAGO, IL",CHICAGO,IL,COOK
60690,"CHICAGO, IL",CHICAGO,IL,COOK
60693,"CHICAGO, IL",CHICAGO,IL,COOK
60694,"CHICAGO, IL",CHICAGO,IL,COOK
60695,"CHICAGO, IL",CHICAGO,IL,COOK
60696,"CHICAGO, IL",CHICAGO,IL,COOK
60697,"CHICAGO, IL",CHICAGO,IL,COOK
60699,"CHICAGO, IL",CHICAGO,IL,COOK
60701,"CHICAGO, IL",CHICAGO,IL,COOK
60411,"CHICAGO HEIGHTS, IL",CHICAGO HEIGHTS,IL,COOK
60412,"CHICAGO HEIGHTS, IL",CHICAGO HEIGHTS,IL,COOK
60415,"CHICAGO RIDGE, IL",CHICAGO RIDGE,IL,COOK
61523,"CHILLICOTHE, IL",CHILLICOTHE,IL,PEORIA
61924,"CHRISMAN, IL",CHRISMAN,IL,EDGAR
62822,"CHRISTOPHER, IL",CHRISTOPHER,IL,FRANKLIN
60804,"CICERO, IL",CICERO,IL,COOK
61830,"CISCO, IL",CISCO,IL,PIATT
62823,"CISNE, IL",CISNE,IL,WAYNE
60924,"CISSNA PARK, IL",CISSNA PARK,IL,IROQUOIS
60111,"CLARE, IL",CLARE,IL,DEKALB
62421,"CLAREMONT, IL",CLAREMONT,IL,RICHLAND
60514,"CLARENDON HILLS, IL",CLARENDON HILLS,IL,DUPAGE
62824,"CLAY CITY, IL",CLAY CITY,IL,CLAY
62324,"CLAYTON, IL",CLAYTON,IL,ADAMS
60927,"CLIFTON, IL",CLIFTON,IL,IROQUOIS
61727,"CLINTON, IL",CLINTON,IL,DEWITT
60416,"COAL CITY, IL",COAL CITY,IL,GRUNDY
61240,"COAL VALLEY, IL",COAL VALLEY,IL,ROCK ISLAND
62325,"COATSBURG, IL",COATSBURG,IL,ADAMS
62920,"COBDEN, IL",COBDEN,IL,UNION
62825,"COELLO, IL",COELLO,IL,FRANKLIN
62017,"COFFEEN, IL",COFFEEN,IL,MONTGOMERY
62326,"COLCHESTER, IL",COLCHESTER,IL,MCDONOUGH
61728,"COLFAX, IL",COLFAX,IL,MCLEAN
62234,"COLLINSVILLE, IL",COLLINSVILLE,IL,MADISON
61831,"COLLISON, IL",COLLISON,IL,VERMILION
61241,"COLONA, IL",COLONA,IL,HENRY
62921,"COLP, IL",COLP,IL,WILLIAMSON
62236,"COLUMBIA, IL",COLUMBIA,IL,MONROE
62329,"COLUSA, IL",COLUSA,IL,HANCOCK
61318,"COMPTON, IL",COMPTON,IL,LEE
62631,"CONCORD, IL",CONCORD,IL,MORGAN
61729,"CONGERVILLE, IL",CONGERVILLE,IL,WOODFORD
61730,"COOKSVILLE, IL",COOKSVILLE,IL,MCLEAN
61242,"CORDOVA, IL",CORDOVA,IL,ROCK ISLAND
61319,"CORNELL, IL",CORNELL,IL,LIVINGSTON
62519,"CORNLAND, IL",CORNLAND,IL,LOGAN
60112,"CORTLAND, IL",CORTLAND,IL,DEKALB
62018,"COTTAGE HILLS, IL",COTTAGE HILLS,IL,MADISON
62237,"COULTERVILLE, IL",COULTERVILLE,IL,RANDOLPH
60478,"COUNTRY CLUB HILLS, IL",COUNTRY CLUB HILLS,IL,COOK
62422,"COWDEN, IL",COWDEN,IL,SHELBY
62922,"CREAL SPRINGS, IL",CREAL SPRINGS,IL,WILLIAMSON
60928,"CRESCENT CITY, IL",CRESCENT CITY,IL,IROQUOIS
60403,"CREST HILL, IL",CREST HILL,IL,WILL
60113,"CRESTON, IL",CRESTON,IL,OGLE
60417,"CRETE, IL",CRETE,IL,WILL
61610,"CREVE COEUR, IL",CREVE COEUR,IL,TAZEWELL
61731,"CROPSEY, IL",CROPSEY,IL,MCLEAN
62827,"CROSSVILLE, IL",CROSSVILLE,IL,WHITE
60012,"CRYSTAL LAKE, IL",CRYSTAL LAKE,IL,MCHENRY
60014,"CRYSTAL LAKE, IL",CRYSTAL LAKE,IL,MCHENRY
60039,"CRYSTAL LAKE, IL",CRYSTAL LAKE,IL,MCHENRY
61427,"CUBA, IL",CUBA,IL,FULTON
60929,"CULLOM, IL",CULLOM,IL,LIVINGSTON
62238,"CUTLER, IL",CUTLER,IL,PERRY
62923,"CYPRESS, IL",CYPRESS,IL,JOHNSON
61428,"DAHINDA, IL",DAHINDA,IL,KNOX
62828,"DAHLGREN, IL",DAHLGREN,IL,HAMILTON
61018,"DAKOTA, IL",DAKOTA,IL,STEPHENSON
62829,"DALE, IL",DALE,IL,HAMILTON
62330,"DALLAS CITY, IL",DALLAS CITY,IL,HANCOCK
61925,"DALTON CITY, IL",DALTON CITY,IL,MOULTRIE
61320,"DALZELL, IL",DALZELL,IL,BUREAU
61321,"DANA, IL",DANA,IL,LA SALLE
60930,"DANFORTH, IL",DANFORTH,IL,IROQUOIS
61732,"DANVERS, IL",DANVERS,IL,MCLEAN
61832,"DANVILLE, IL",DANVILLE,IL,VERMILION
61834,"DANVILLE, IL",DANVILLE,IL,VERMILION
60561,"DARIEN, IL",DARIEN,IL,DUPAGE
61019,"DAVIS, IL",DAVIS,IL,STEPHENSON
61020,"DAVIS JUNCTION, IL",DAVIS JUNCTION,IL,OGLE
62520,"DAWSON, IL",DAWSON,IL,SANGAMON
61839,"DE LAND, IL",DE LAND,IL,PIATT
62924,"DE SOTO, IL",DE SOTO,IL,JACKSON
62521,"DECATUR, IL",DECATUR,IL,MACON
62522,"DECATUR, IL",DECATUR,IL,MACON
62523,"DECATUR, IL",DECATUR,IL,MACON
62524,"DECATUR, IL",DECATUR,IL,MACON
62525,"DECATUR, IL",DECATUR,IL,MACON
62526,"DECATUR, IL",DECATUR,IL,MACON
61733,"DEER CREEK, IL",DEER CREEK,IL,TAZEWELL
61243,"DEER GROVE, IL",DEER GROVE,IL,WHITESIDE
60015,"DEERFIELD, IL",DEERFIELD,IL,LAKE
60115,"DEKALB, IL",DEKALB,IL,DEKALB
61734,"DELAVAN, IL",DELAVAN,IL,TAZEWELL
62423,"DENNISON, IL",DENNISON,IL,CLARK
61322,"DEPUE, IL",DEPUE,IL,BUREAU
60016,"DES PLAINES, IL",DES PLAINES,IL,COOK
60017,"DES PLAINES, IL",DES PLAINES,IL,COOK
60018,"DES PLAINES, IL",DES PLAINES,IL,COOK
60019,"DES PLAINES, IL",DES PLAINES,IL,COOK
61840,"DEWEY, IL",DEWEY,IL,CHAMPAIGN
61735,"DEWITT, IL",DEWITT,IL,DEWITT
62424,"DIETERICH, IL",DIETERICH,IL,EFFINGHAM
62530,"DIVERNON, IL",DIVERNON,IL,SANGAMON
62830,"DIX, IL",DIX,IL,JEFFERSON
61021,"DIXON, IL",DIXON,IL,LEE
60419,"DOLTON, IL",DOLTON,IL,COOK
62926,"DONGOLA, IL",DONGOLA,IL,UNION
62019,"DONNELLSON, IL",DONNELLSON,IL,MONTGOMERY
60931,"DONOVAN, IL",DONOVAN,IL,IROQUOIS
62021,"DORSEY, IL",DORSEY,IL,MADISON
61323,"DOVER, IL",DOVER,IL,BUREAU
62022,"DOW, IL",DOW,IL,JERSEY
62927,"DOWELL, IL",DOWELL,IL,JACKSON
60515,"DOWNERS GROVE, IL",DOWNERS GROVE,IL,DUPAGE
60516,"DOWNERS GROVE, IL",DOWNERS GROVE,IL,DUPAGE
61736,"DOWNS, IL",DOWNS,IL,MCLEAN
62831,"DU BOIS, IL",DU BOIS,IL,WASHINGTON
62832,"DU QUOIN, IL",DU QUOIN,IL,PERRY
62425,"DUNDAS, IL",DUNDAS,IL,RICHLAND
60118,"DUNDEE, IL",DUNDEE,IL,KANE
61524,"DUNFERMLINE, IL",DUNFERMLINE,IL,FULTON
61525,"DUNLAP, IL",DUNLAP,IL,PEORIA
62239,"DUPO, IL",DUPO,IL,SAINT CLAIR
61024,"DURAND, IL",DURAND,IL,WINNEBAGO
60420,"DWIGHT, IL",DWIGHT,IL,LIVINGSTON
62023,"EAGARVILLE, IL",EAGARVILLE,IL,MACOUPIN
60518,"EARLVILLE, IL",EARLVILLE,IL,LA SALLE
62024,"EAST ALTON, IL",EAST ALTON,IL,MADISON
62240,"EAST CARONDELET, IL",EAST CARONDELET,IL,SAINT CLAIR
61025,"EAST DUBUQUE, IL",EAST DUBUQUE,IL,JO DAVIESS
61430,"EAST GALESBURG, IL",EAST GALESBURG,IL,KNOX
60932,"EAST LYNN, IL",EAST LYNN,IL,VERMILION
61244,"EAST MOLINE, IL",EAST MOLINE,IL,ROCK ISLAND
